Difficulty	Song Name	Link	Primary Color	Secondary Color	Total Notes	Last Note Time	Fever Fill	Fever Time	Long Notes
28	Newspapers for Magicians (Hard) by Camellia	/scl/fi/sthk18fr5o1twt1fb2d1p/Newspapers-for-Magicians-Hard-by-Camellia.txt?rlkey=eee0af9vi3yiarrb63w620t0r&dl=1	Flow	Chill	1921	158.655	535	23.798250	316
27	Nhelv (Hard) by Silentroom	/scl/fi/jdx08wie4mv693hcerf0b/Nhelv-Hard-by-Silentroom.txt?rlkey=0lex3u7nqsvwvkfrh0olt33uq&dl=1	Rush	Rush	1410	155.236	428	23.285400	127
27	Neurotoxicity (Hard) by Kurokotei	/scl/fi/u6ojxm9x2upmh7qt24ipu/Neurotoxicity-Hard-by-Kurokotei.txt?rlkey=rfkq0rnlzt1w27ojixbey4e0h&dl=1	Vibe	Chill	1621	166.277	524	24.941550	48
28	No More Shinikuen (Hard) by Korsio [Sound Space]	/scl/fi/4ogo5gx71gi08r8n284iv/No-More-Shinikuen-Hard-by-Korsio-Sound-Space.txt?rlkey=astb6a6fy78b5lqil09yt0y4u&dl=1	Beat	Flow	2217	149.343	622	22.401450	350
28	NO STOPPING US (Similar Outskirts Remix) [EXTENDED CUT] (Hard) by dark cat feat. Jenny (Remixed by Similar Outskirts)	/scl/fi/0fad1lxyl1loomijiiafl/NO-STOPPING-US-Similar-Outskirts-Remix-EXTENDED-CUT-Hard-by-dark-cat-feat.-Jenny-Remixed-by-Similar-Outskirts.txt?rlkey=phsmpkjpecnyx54rt6pchvuay&dl=1	Chill	Flow	2427	257.878	647	38.681700	487
28	Now I Do (Hard) by tv room	/scl/fi/sk4runbcacx1rt4yoy9l4/Now-I-Do-Hard-by-tv-room.txt?rlkey=p41cme79lb2376l5rdepipms1&dl=1	Flow	Beat	1379	121.340	441	18.201000	56
29	Onigiri (Hard) by Project Skylate	/scl/fi/p81s1liljlh6nwvol3liv/Onigiri-Hard-by-Project-Skylate.txt?rlkey=vs7xl7lllgycffh0o5am563id&dl=1	Beat	Chill	1991	183.784	529	27.567600	404
28	Operation: Evolution (Hard) by Dimrain47	/scl/fi/coxis6kw2i0as3icm9st3/Operation-Evolution-Hard-by-Dimrain47.txt?rlkey=lmovpg4jrc43hz450xsuc7gh2&dl=1	Rush	Vibe	2999	208.020	793	31.203000	620
28	PHAZE UPPER (Hard) by Reku Mochizuki	/scl/fi/s9boi0xt0l24azpo66l8k/PHAZE-UPPER-Hard-by-Reku-Mochizuki.txt?rlkey=d0n4z1p3jvypluff3a7wjbg0h&dl=1	Beat	Beat	1631	127.317	436	19.097550	324
28	PLANET//SHAPER (Hard) by Camellia	/scl/fi/h1funanbtpanm89lmh3ve/PLANETSHAPER-Hard-by-Camellia.txt?rlkey=7nexsx8xs17f6l4i4ktvdp9hx&dl=1	Beat	Rush	2306	189.352	681	28.402800	262
28	Postliminium (Hard) by ARForest	/scl/fi/3517oqs47bwrr9et2zrrl/Postliminium-Hard-by-ARForest.txt?rlkey=fiza59us7oecqd4ypb0rxl1ur&dl=1	Flow	Chill	1390	139.603	399	20.940450	193
28	Pyre (Hard) by Similar Outskirts	/scl/fi/ixofh90l7dh2opyenyt8k/Pyre-Hard-by-Similar-Outskirts.txt?rlkey=jiw08fatskwcnqec1fjrez8jf&dl=1	Rush	Rush	1258	108.822	355	16.323300	193
28	Rainshower (Hard) by Silentroom	/scl/fi/efm1fleqr510qrs9svncn/Rainshower-Hard-by-Silentroom.txt?rlkey=gsme1s1aun871rlzolddpgstj&dl=1	Chill	Chill	2166	199.631	649	29.944650	219
27	RB Battles 2020 - The Songs [EXTENDED CUT] (Hard) by Various Artists (Arranged by AdasiekCat)	/scl/fi/8vgvrpirmnboduqa2iw7d/RB-Battles-2020-The-Songs-EXTENDED-CUT-Hard-by-Various-Artists-Arranged-by-AdasiekCat.txt?rlkey=qf3x28r8nt1mrfkqsp2hjrnqr&dl=1	Rush	Chill	4360	373.898	1269	56.084700	551
27	Ready For The Madness (Hard) by RiraN	/scl/fi/y7efng6ssu1y24gffv7u9/Ready-For-The-Madness-Hard-by-RiraN.txt?rlkey=48eic8rs5td1b9ntj99otsaix&dl=1	Chill	Rush	1525	114.541	404	17.181150	314
28	RiraN Hardstyle Mashup [EXTENDED CUT] (Hard) by RiraN (Arranged by poscle & ZirconEscalus)	/scl/fi/d1t44y97567g31qduktz8/RiraN-Hardstyle-Mashup-EXTENDED-CUT-Hard-by-RiraN-Arranged-by-poscle-ZirconEscalus.txt?rlkey=2p6qqd5r2w6ed0asziswwbj8t&dl=1	Beat	Beat	4956	366.879	1305	55.031850	1039
28	RoBeats Piano Mix [EXTENDED CUT] (Hard) by Various artists (Arranged by ZirconEscalus)	/scl/fi/i8bo2gxz0iwd2rg60ztco/RoBeats-Piano-Mix-EXTENDED-CUT-Hard-by-Various-artists-Arranged-by-ZirconEscalus.txt?rlkey=s2vf7vusvj1r4syscshcuvadi&dl=1	Flow	Flow	5367	416.088	1453	62.413200	1006
28	Rockstar (Hard) by brz1128	/scl/fi/1cdyph3wnsc04okki6hq7/Rockstar-Hard-by-brz1128.txt?rlkey=cvl48v2htly85d8l7dwx8r0su&dl=1	Beat	Rush	1152	94.962	356	14.244300	85
26	Rutra - Mashup (for Robeats) [EXTENDED CUT] (Hard) by Rutra	/scl/fi/mg76r3toourzl4vkdppn9/Rutra-Mashup-for-Robeats-EXTENDED-CUT-Hard-by-Rutra.txt?rlkey=m0cmw8x6h24bmloh2ljubi6qe&dl=1	Flow	Rush	4621	405.106	1204	60.765900	1006
28	Sanctuary (Hard) by t+pazolite	/scl/fi/nxmk1j1xasgbp2eshepj8/Sanctuary-Hard-by-t-pazolite.txt?rlkey=h0nx0glaqap77bvvskfi5mb71&dl=1	Vibe	Rush	1994	145.727	582	21.859050	248
28	Seamless (Hard) by xi (xi_com_giko_31)	/scl/fi/e2d0nvavgmx62qlqt932o/Seamless-Hard-by-xi-xi_com_giko_31.txt?rlkey=tr8mu72hlbs57ssx0e0xbeiak&dl=1	Vibe	Vibe	1964	158.155	644	23.723250	33
26	shattered (Hard) by ARForest	/scl/fi/o4cl0d2h5z7ffpd510slv/shattered-Hard-by-ARForest.txt?rlkey=teo2gd4lm0dsccft0qwh7oew3&dl=1	Flow	Beat	1406	137.035	431	20.555250	112
28	Sayonara (Hard) by Wanko Ni Mero Mero [Just Dance]	/scl/fi/91awaf3hvcuzpj0pylr6q/Sayonara-Hard-by-Wanko-Ni-Mero-Mero-Just-Dance.txt?rlkey=klwtuekl2j5nlga77oml0zcxz&dl=1	Chill	Chill	2683	187.241	834	28.086150	180
26	Show Your Style (Hard) by ARForest	/scl/fi/eiam3q9c2w8h2u53izg3u/Show-Your-Style-Hard-by-ARForest.txt?rlkey=q2bspwor9s6jo5ao9hpzaqhne&dl=1	Beat	Flow	1707	135.084	443	20.262600	379
28	Sounds of Beginning (Hard) by brz1128	/scl/fi/la9j84oszghbuytgsn57r/Sounds-of-Beginning-Hard-by-brz1128.txt?rlkey=4y8plifz1we2nytbpmduyu6i0&dl=1	Chill	Beat	1597	106.500	462	15.975000	211
28	SMALL THEFT AUTO (Hard) by matthieumusic	/scl/fi/hu9jnz87cqd1zp7onbna3/SMALL-THEFT-AUTO-Hard-by-matthieumusic.txt?rlkey=fk18rvgc0bat2llib9u96fv54&dl=1	Flow	Chill	3109	185.488	805	27.823200	693
28	Space Battle (D5wolf! Remix) [EXTENDED CUT] (Hard) by F-777 (Remixed by D5wolf!)	/scl/fi/u0ncx0wf25pbjkvjps2vy/Space-Battle-D5wolf-Remix-EXTENDED-CUT-Hard-by-F-777-Remixed-by-D5wolf.txt?rlkey=27r496f0n99wusa9yk1u4qgpq&dl=1	Flow	Chill	4412	372.021	1201	55.803150	808
28	Space Battle (Hard) by F-777	/scl/fi/scxq9bbpdmsyo7k1mt1jy/Space-Battle-Hard-by-F-777.txt?rlkey=njnbl7z38bc5a6byfkyruak2x&dl=1	Flow	Chill	1591	144.000	524	21.600000	19
26	Sprite (Hard) by Soupandreas [Monstercat]	/scl/fi/68irht7vjksarrflv67g7/Sprite-Hard-by-Soupandreas-Monstercat.txt?rlkey=vjqn4amsvb66xizslccqcopyk&dl=1	Flow	Rush	2427	189.751	652	28.462650	472
28	Stardust (Hard) by AAAA	/scl/fi/4fg5wtcz5jecomhyo15o7/Stardust-Hard-by-AAAA.txt?rlkey=mm63r0okowmpucijve77ljlw2&dl=1	Beat	Vibe	1560	129.804	473	19.470600	140
29	statemachine (Hard) by keisei (feat. Hatsune Miku)	/scl/fi/p652tqwr9jrzi90v0qpaj/statemachine-Hard-by-keisei-feat.-Hatsune-Miku.txt?rlkey=d2kkafqvqmouz3hggx67yy0qf&dl=1	Chill	Chill	1857	147.876	502	22.181400	352
28	Summer Met With a Meteor Shower (Hard) by Chroma	/scl/fi/g94bn3u31kfb68qtxcemj/Summer-Met-With-a-Meteor-Shower-Hard-by-Chroma.txt?rlkey=h62yrnt02pyk4tamigghc7brx&dl=1	Vibe	Vibe	2021	160.410	531	24.061500	428
28	Surface (Hard) by Dimrain47	/scl/fi/b1t9xfxfti7o9xqo4aw04/Surface-Hard-by-Dimrain47.txt?rlkey=wb7c6fhdgo26qw11s8dup873b&dl=1	Vibe	Beat	1842	155.394	548	23.309100	199
26	Sus Funk (Hard) by James Landino	/scl/fi/8a7t1rsbpxvc3r9d5kubf/Sus-Funk-Hard-by-James-Landino.txt?rlkey=6ctbesj1h2gpqacbynhifq2es&dl=1	Vibe	Chill	2673	190.197	726	28.529550	495
28	Sweat Around The World (Intense Mix) (Hard) by Just Sweat [Just Dance]	/scl/fi/4y8ami8zo6ur5705fb5dt/Sweat-Around-The-World-Intense-Mix-Hard-by-Just-Sweat-Just-Dance.txt?rlkey=ln7c3zrth41xflw1kx6y4dgqo&dl=1	Flow	Flow	1339	91.361	411	13.704150	105
28	sweet dreams (Hard) by matthieumusic	/scl/fi/ayq06oci9okz6b86x1s2o/sweet-dreams-Hard-by-matthieumusic.txt?rlkey=vabehq26doz63l44xp4bexz1k&dl=1	Flow	Flow	2303	193.820	460	29.073000	924
27	Take It Away (Hard) by ARForest	/scl/fi/n3ot8v09wagke2eaw9n92/Take-It-Away-Hard-by-ARForest.txt?rlkey=9xr4nnz00jfqfxr5n3gqmzoy8&dl=1	Flow	Rush	1485	148.828	382	22.324200	340
26	The Falling Mysts (Hard) by Dimrain47	/scl/fi/arx1n07plnk4ynbav2o6m/The-Falling-Mysts-Hard-by-Dimrain47.txt?rlkey=ymvpt1x8m2h7t7ddw58orf5sw&dl=1	Chill	Vibe	2087	181.383	638	27.207450	172
28	Time to beat the odds (Hard) by Kagetora	/scl/fi/3wv0kirew3zq8s9kyu58u/Time-to-beat-the-odds-Hard-by-Kagetora.txt?rlkey=0s16lkph0aelav18l8n00bacm&dl=1	Beat	Chill	1338	111.924	430	16.788600	48
26	Unshakable (Hard) by RiraN	/scl/fi/c9a3lmctc64c6gffv79zc/Unshakable-Hard-by-RiraN.txt?rlkey=5pzn6ogzms0i4lqlv8zquno7f&dl=1	Vibe	Rush	1166	108.423	320	16.263450	208
28	vix (Hard) by matthieumusic	/scl/fi/3uq3eh17fbopv1q3hmi0j/vix-Hard-by-matthieumusic.txt?rlkey=ihq6da8uxa7b4vjrpx43dkeq2&dl=1	Beat	Beat	1923	152.550	552	22.882500	268
26	VR in the Virtual World (Hard) by ARForest	/scl/fi/nts4o95pe48mv64t0a1sh/VR-in-the-Virtual-World-Hard-by-ARForest.txt?rlkey=asnr4nuc895ulufi1rbe6j73s&dl=1	Vibe	Flow	1197	127.865	370	19.179750	86
26	What You Love (Hard) by garlagan	/scl/fi/xyyuhextseen7kjnt7rg2/What-You-Love-Hard-by-garlagan.txt?rlkey=fwhrzng97frxzf150er3vgxwe&dl=1	Rush	Vibe	1408	152.094	413	22.814100	170
28	What You Really Want (Hard) by garlagan	/scl/fi/znyck5tiz51do9jjxd9pf/What-You-Really-Want-Hard-by-garlagan.txt?rlkey=iqhawdpm693zroy2jovvgm9qi&dl=1	Rush	Flow	1615	177.279	500	26.591850	116
28	Worth The Lie (Hard) by MUZZ & Koven & Feint [Monstercat]	/scl/fi/73sgbwcdqwxyv0uyl3vee/Worth-The-Lie-Hard-by-MUZZ-Koven-Feint-Monstercat.txt?rlkey=px0q4wiz911v42qtdecfcenou&dl=1	Beat	Flow	1046	115.504	307	17.325600	127
27	Chartreuse Green (Hard) by t+pazolite	/scl/fi/ouxakylfse9y4nf365td5/Chartreuse-Green-Hard-by-t-pazolite.txt?rlkey=znbi9wvzmvp39l2xbrum8pzcc&dl=1	Vibe	Beat	1829	130.378	490	19.556700	360
27	Brain Power (Hard) by NOMA	/scl/fi/wsnv88xhvemqfht2kkgjp/Brain-Power-Hard-by-NOMA.txt?rlkey=aiocvjtudup6dhfxkvnlkryi1&dl=1	Beat	Flow	1337	108.710	406	16.306500	119
26	Beyond Black (Hard) by naruto2413 (feat. Aya Majiro)	/scl/fi/h4mw0io1nl8w3pus3f8sl/Beyond-Black-Hard-by-naruto2413-feat.-Aya-Majiro.txt?rlkey=dyc94z7isv9pap0nc8f4ltnd1&dl=1	Beat	Flow	1838	172.871	524	25.930650	266
27	Chiwawa (Hard) by Wanko Ni Mero Mero [Just Dance]	/scl/fi/48rwts5kk7a7d5tixt5gr/Chiwawa-Hard-by-Wanko-Ni-Mero-Mero-Just-Dance.txt?rlkey=neia9vkd6kxfn73f1hlfsurod&dl=1	Rush	Rush	2623	166.829	489	25.024350	1156
26	Clutterfunk (Hard) by Waterflame	/scl/fi/7lmvu1jv27gmam98qz7mi/Clutterfunk-Hard-by-Waterflame.txt?rlkey=pd06f8cqglz3qx4aivm4wk3ww&dl=1	Flow	Vibe	1994	165.857	559	24.878550	316
27	Cosmic Blaster (Hard) by F-777	/scl/fi/80pyjxybzz8kn3wnshuz7/Cosmic-Blaster-Hard-by-F-777.txt?rlkey=gwby5rmwxsn82fcofie0ezhx6&dl=1	Rush	Chill	1539	132.553	498	19.882950	45
26	Crystallized Snow (Hard) by BrayanKitsn	/scl/fi/ici8x7oinu1cejmwehtpb/Crystallized-Snow-Hard-by-BrayanKitsn.txt?rlkey=0fz0z8jn537ubbzi1m6zirf17&dl=1	Flow	Vibe	1577	142.779	513	21.416850	37
26	Duality (Hard) by Dimrain47	/scl/fi/ewfeqzbiozprl9lqtyq2a/Duality-Hard-by-Dimrain47.txt?rlkey=lu9r58t08guu2evna7y93p3cc&dl=1	Beat	Vibe	1581	130.434	424	19.565100	308
27	Dear Pet Rock (Hard) by tv room	/scl/fi/0m6ky9ka6jjusv7tbz91l/Dear-Pet-Rock-Hard-by-tv-room.txt?rlkey=ghpdasmd1p8m97tbrj9o7ltgt&dl=1	Vibe	Vibe	1034	89.972	220	13.495800	375
27	ELINE (Hard) by dark cat	/scl/fi/oau0xa5c259l0h9vu7j4s/ELINE-Hard-by-dark-cat.txt?rlkey=9mtrnebno6ejcmx1a14iermcr&dl=1	Chill	Chill	1501	123.979	380	18.596850	362
27	ELYXiVN ELYXiUM (Hard) by Reku Mochizuki	/scl/fi/ge09h9ng1njrxzz951v9i/ELYXiVN-ELYXiUM-Hard-by-Reku-Mochizuki.txt?rlkey=7e3p8xv6ripfqjkfu22174mra&dl=1	Rush	Chill	1792	131.842	457	19.776300	422
27	Endless Oceans (Hard) by HalfDuck	/scl/fi/61598f8l35clizqu9jiln/Endless-Oceans-Hard-by-HalfDuck.txt?rlkey=x7mo42ckqlharasaylhptf6bn&dl=1	Chill	Chill	3116	257.585	957	38.637750	243
27	For You (Hard) by Xeon Diversity [Sound Space]	/scl/fi/buto8ei1piulrc72k5f0r/For-You-Hard-by-Xeon-Diversity-Sound-Space.txt?rlkey=8vticxb5mpc19qacu1o0fq53s&dl=1	Chill	Rush	2623	186.009	640	27.901350	703
27	Flipper Frenzy (Hard) by HalfDuck	/scl/fi/7f56o96w40ooi4krkiwko/Flipper-Frenzy-Hard-by-HalfDuck.txt?rlkey=94lvlpl6l7dov8wnet0cqlbx4&dl=1	Beat	Beat	1611	140.641	499	21.096150	114
27	Fractal construction (Hard) by Kagetora & ikaruga_nex	/scl/fi/roc95bgvh1mpg26u5y0c7/Fractal-construction-Hard-by-Kagetora-ikaruga_nex.txt?rlkey=r3tn28zr5f9b0pmbjkrxexl9p&dl=1	Beat	Rush	1571	141.119	502	21.167850	65
27	Grimoire of Crimson (Hard) by Team Grimoire	/scl/fi/igf2cz8sat5dha3zz8pm5/Grimoire-of-Crimson-Hard-by-Team-Grimoire.txt?rlkey=ishvfotw8xp1r3rkadh7rxi9h&dl=1	Rush	Chill	1654	169.523	425	25.428450	380
27	Ginsekai -Alternative- (Hard) by Halv	/scl/fi/5dw9cas94i4b99bgntj2z/Ginsekai-Alternative-Hard-by-Halv.txt?rlkey=scdg5ptoqt85ncdmoai1jcjyj&dl=1	Vibe	Beat	1378	139.151	439	20.872650	60
26	Hit That (Hard) by James Landino	/scl/fi/gp573le1pb0qefyv55249/Hit-That-Hard-by-James-Landino.txt?rlkey=v1otfubzr14lf68jayrxbdwh1&dl=1	Chill	Beat	1592	122.694	410	18.404100	361
27	In The Moment (Hard) by Similar Outskirts	/scl/fi/tjequcnoad9cihmchli4g/In-The-Moment-Hard-by-Similar-Outskirts.txt?rlkey=2lp4j4kysdbvwwcg6eq8epoye&dl=1	Rush	Chill	1182	108.770	308	16.315500	259
26	Insight [EXTENDED CUT] (Hard) by Haywyre	/scl/fi/wdlkto33bb8vs8fwr86sv/Insight-EXTENDED-CUT-Hard-by-Haywyre.txt?rlkey=axjf6vy2vj93qqfvk4cqwrs9v&dl=1	Vibe	Chill	2370	218.591	742	32.788650	144
27	Lake Attitash (Hard) by tv room	/scl/fi/8dsppkxolmqqhmu0gxt13/Lake-Attitash-Hard-by-tv-room.txt?rlkey=l5amwedvy1sise8h87vw2msvh&dl=1	Vibe	Flow	1390	130.451	371	19.567650	278
27	Kowloon of the Kijoh (Hard) by t+pazolite	/scl/fi/0bdrviwg4icbssd1wddef/Kowloon-of-the-Kijoh-Hard-by-t-pazolite.txt?rlkey=ljw43hnvi1oohqo7yoqfyk9f9&dl=1	Chill	Rush	2365	167.745	626	25.161750	486
27	Landscape (Hard) by Juggernaut	/scl/fi/6zhp0gqw4elnqt0u549uj/Landscape-Hard-by-Juggernaut.txt?rlkey=ofa0z5ijvns8it8pgneuurtyl&dl=1	Rush	Chill	1291	124.545	381	18.681750	148
27	Light Years Away (Hard) by Synthion	/scl/fi/qcfbz5kj6wr5ym0dcrqw6/Light-Years-Away-Hard-by-Synthion.txt?rlkey=qwiu4uejx1n3tjufw3yiinzu7&dl=1	Beat	Vibe	2010	169.370	574	25.405500	289
26	Nana (Hard) by Geoxor	/scl/fi/gnn7kisf1p5zh9ixb3xuf/Nana-Hard-by-Geoxor.txt?rlkey=xxjbu17n8hav2suovk0202q0o&dl=1	Flow	Beat	1186	138.136	294	20.720400	304
27	Niflheimr (Hard) by xi (xi_com_giko_31)	/scl/fi/ycaekpkbc8qhyzbw8o84b/Niflheimr-Hard-by-xi-xi_com_giko_31.txt?rlkey=byrlsbd2vdhwigrdfciglyxmh&dl=1	Chill	Vibe	1553	159.224	483	23.883600	104
27	One More Dream (Hard) by EmoCosine	/scl/fi/k9bpibdana3lulasyniup/One-More-Dream-Hard-by-EmoCosine.txt?rlkey=it22pt5ujylv25tjw1wj688gs&dl=1	Flow	Chill	1542	135.068	437	20.260200	232
27	Paradise (Hard) by Project Skylate	/scl/fi/5zztid8xc8zbwzyr92xph/Paradise-Hard-by-Project-Skylate.txt?rlkey=sonr0iuzx5wfddfjmtgott7n6&dl=1	Chill	Chill	2130	193.160	539	28.974000	513
26	People Get Up (Hard) by Slynk & Granular Sumo	/scl/fi/xoii0sfdx1fcms5t30xll/People-Get-Up-Hard-by-Slynk-Granular-Sumo.txt?rlkey=ytbcgxhhgqmgp1t4s3h0b4q68&dl=1	Rush	Vibe	1737	160.000	579	24.000000	0
27	Pinball (Hard) by Tobu	/scl/fi/28dfn6eb86qavxjya1mqo/Pinball-Hard-by-Tobu.txt?rlkey=nifdkzachj811ou6dx7bb7poj&dl=1	Rush	Rush	1596	149.091	493	22.363650	117
27	Rainbow Raceway (Hard) by Ardolf	/scl/fi/50nfsdfn5c9lixah0dkh4/Rainbow-Raceway-Hard-by-Ardolf.txt?rlkey=5jw82hjzf7zrulhdaz4ffe6qo&dl=1	Rush	Vibe	2210	158.493	577	23.773950	478
27	Remember (Hard) by Juggernaut	/scl/fi/38xcni7e0317evl65ugob/Remember-Hard-by-Juggernaut.txt?rlkey=jdozd3n2p4thqnrz57vksjbjd&dl=1	Rush	Flow	1622	134.191	478	20.128650	189
27	Shooting Star (Hard) by Hyper Potions & Skye Rocket	/scl/fi/3s2u9lwjhsfj64z48llyu/Shooting-Star-Hard-by-Hyper-Potions-Skye-Rocket.txt?rlkey=xsctslw1so7gvdqnnezndtakg&dl=1	Rush	Chill	1579	122.757	434	18.413550	277
27	sp0M0ky (Hard) by garlagan	/scl/fi/q8i1q98cohb981qly6z2p/sp0M0ky-Hard-by-garlagan.txt?rlkey=u6i2xkenwbcct9q3v32gr2ltw&dl=1	Rush	Chill	2153	155.021	549	23.253150	507
27	Speed Future Zone (Hard) by James Landino	/scl/fi/rkdmbk6nnfo15e4utcrc7/Speed-Future-Zone-Hard-by-James-Landino.txt?rlkey=eolftk8zkqfnzc9m72sbhopkz&dl=1	Chill	Vibe	2046	144.491	543	21.673650	418
26	Squid Rave (Hard) by James Landino	/scl/fi/duxxly66nwpo6ionqd95p/Squid-Rave-Hard-by-James-Landino.txt?rlkey=94rqhvq67jji96li9kuxo2qt3&dl=1	Chill	Flow	1767	146.365	472	21.954750	351
26	Stay Close to Me -I love you- (Hard) by naruto2413 (feat. Aya Mashiro)	/scl/fi/05hh0v4iuby5fivmc5zie/Stay-Close-to-Me-I-love-you-Hard-by-naruto2413-feat.-Aya-Mashiro.txt?rlkey=ve750tskxh79xps93731y97os&dl=1	Beat	Beat	1146	116.353	319	17.452950	191
27	Summer (Hard) by Juggernaut	/scl/fi/xnchhohskn7b5llh9wb2e/Summer-Hard-by-Juggernaut.txt?rlkey=ufd7dcv1vpr9tajgufgpb06mc&dl=1	Rush	Chill	1689	133.331	478	19.999650	254
27	the battle to save the world or whatever (Hard) by matthieumusic	/scl/fi/m5jpv3noxegktxrqfplai/the-battle-to-save-the-world-or-whatever-Hard-by-matthieumusic.txt?rlkey=cmzgcxprit3sjui7axo1pch2k&dl=1	Vibe	Beat	1664	124.046	517	18.606900	112
27	The Last Page (Hard) by ARForest	/scl/fi/koo6ix3gw11h8zdaofsfa/The-Last-Page-Hard-by-ARForest.txt?rlkey=3gstd4fww1ncrkk98erqwj906&dl=1	Flow	Vibe	1534	130.360	483	19.554000	86
26	The Warrior's Quack (Hard) by HalfDuck	/scl/fi/3k8xer2hxggejno08twyh/The-Warrior-s-Quack-Hard-by-HalfDuck.txt?rlkey=lbx1n5h3ytcwru9fimqg9z805&dl=1	Rush	Rush	1801	139.830	455	20.974500	435
26	The World of Kepo's 2-Sided Mix [EXTENDED CUT] (Hard) by KepoWorld (Arranged by poscle)	/scl/fi/hrm86ka55rjt0itag931d/The-World-of-Kepo-s-2-Sided-Mix-EXTENDED-CUT-Hard-by-KepoWorld-Arranged-by-poscle.txt?rlkey=t1r7hkztmndb9bhbaqkzd8i6k&dl=1	Flow	Rush	2941	326.195	751	48.929250	688
27	There For Me (Hard) by Synthion	/scl/fi/gg4ud68inszf6ejpxi0zp/There-For-Me-Hard-by-Synthion.txt?rlkey=q47c6jbtvwpuofmfijhcoofvp&dl=1	Flow	Beat	1691	131.477	447	19.721550	351
27	Toy Factory (Hard) by F-777	/scl/fi/wiovmf1xde5tv809ydzjf/Toy-Factory-Hard-by-F-777.txt?rlkey=690a2yybqlnw92fysf35tl594&dl=1	Chill	Beat	1945	152.555	524	22.883250	373
27	TRICKY_TRIPPER (Hard) by brz1128	/scl/fi/t3ve57d7bwratwxg0w3s3/TRICKY_TRIPPER-Hard-by-brz1128.txt?rlkey=01tlf1u3i3pg4hj6nxncktktd&dl=1	Flow	Rush	1543	119.440	503	17.916000	35
27	Tokyo's Starlight (Hard) by HyuN	/scl/fi/ce0bty8m0eo7lua566dp3/Tokyo-s-Starlight-Hard-by-HyuN.txt?rlkey=wpil9f274cgbv20x9uuvz6w48&dl=1	Vibe	Chill	1466	137.713	476	20.656950	39
26	Unlimited (Hard) by Similar Outskirts	/scl/fi/ndj8x8vfuqqgufthvfpvi/Unlimited-Hard-by-Similar-Outskirts.txt?rlkey=qi3x0po89l3l313mttmdin07e&dl=1	Vibe	Beat	1356	123.220	377	18.483000	225
27	Twinkle*Winter (Hard) by brz1128	/scl/fi/eaowpio86m0mq8tviy11f/TwinkleWinter-Hard-by-brz1128.txt?rlkey=hx93vuipj0fhsapswxy7a16t7&dl=1	Chill	Beat	1525	104.992	422	15.748800	258
27	Until the end of time (Hard) by Ardolf	/scl/fi/77adibzw4qxzkgpwok1ck/Until-the-end-of-time-Hard-by-Ardolf.txt?rlkey=ejpqjh37qz4iitjqur6fabser&dl=1	Vibe	Rush	1856	132.184	503	19.827600	346
27	Uphoric Utopia (Hard) by Reku Mochizuki	/scl/fi/808chkocsp1ap7adxtjcl/Uphoric-Utopia-Hard-by-Reku-Mochizuki.txt?rlkey=yhvzjfen7473l2qkbm74b8g8w&dl=1	Chill	Rush	1131	90.844	303	13.626600	222
27	Viyella's Memory (Hard) by Laur [LAUR1200]	/scl/fi/i8odpwsosl18u5hrn6d3w/Viyella-s-Memory-Hard-by-Laur-LAUR1200.txt?rlkey=1lvd31bxomb34uaqjioarm6e2&dl=1	Flow	Beat	1941	146.817	557	22.022550	270
27	Waltz Capriccio (Hard) by Synthion	/scl/fi/o28z0x378pisps44uijde/Waltz-Capriccio-Hard-by-Synthion.txt?rlkey=8ddqsoxy3lb0zb03mjcnpn9ag&dl=1	Flow	Beat	1165	117.220	331	17.583000	173
27	Wishing you a very H4RDC0RE Christmas! (With Project Skylate) (Hard) by Project Skylate	/scl/fi/9wcbkf5xv9ay9h7k52bfr/Wishing-you-a-very-H4RDC0RE-Christmas-With-Project-Skylate-Hard-by-Project-Skylate.txt?rlkey=r384zwrwk343eiclnxwndrclf&dl=1	Flow	Rush	2243	196.267	664	29.440050	252
27	World of Hinkik [EXTENDED CUT] (Hard) by Hinkik (Arranged by Got1Butter and oatsig)	/scl/fi/20ns5xbu3a6gp1hbr93tx/World-of-Hinkik-EXTENDED-CUT-Hard-by-Hinkik-Arranged-by-Got1Butter-and-oatsig.txt?rlkey=1ni189i391fzu6fc0gtsq6qn7&dl=1	Flow	Flow	3548	303.750	870	45.562500	938
26	With The Funk (Hard) by Slynk & Megan Hamilton feat. The Bermudas	/scl/fi/dum7p4wsnb9uokwh7cx5y/With-The-Funk-Hard-by-Slynk-Megan-Hamilton-feat.-The-Bermudas.txt?rlkey=jc6rarkcmqh7dz7dlmwjsk4rt&dl=1	Chill	Vibe	1871	178.972	554	26.845800	209
27	Xing Noises (Hard) by UNDEAD CORPORATION	/scl/fi/aufn2nad7i5qku1w37rqf/Xing-Noises-Hard-by-UNDEAD-CORPORATION.txt?rlkey=5ynqtvrrgnewz8u2zo1c6i15q&dl=1	Rush	Vibe	1841	140.674	525	21.101100	267
26	Asteroid's Dream (Hard) by brz1128	/scl/fi/zm0qrwand0bud7ea7u369/Asteroid-s-Dream-Hard-by-brz1128.txt?rlkey=neyiq0g219eo122e7bmyhb1xo&dl=1	Chill	Flow	1637	131.989	434	19.798350	335
